Latitude,Longitude,Gate-Name
0.995,68.655,
0.995,69.65,
0.995,70.645,
0.995,71.64,
0.995,72.635,
0.995,73.63,
0.995,74.625,
0.995,75.62,
0.995,76.615,
0.995,77.61,
0.995,78.605,
0.995,79.6,
0.995,80.595,
0.995,81.59,
0.995,82.585,
0.995,83.58,
0.995,84.575,
0.995,85.57,
0.995,86.565,
0.995,87.56,
0.995,88.555,
0.995,89.55,
0.995,90.545,
0.995,91.54,
0.995,92.535,
0.995,93.53,
0.995,94.525,
0.995,95.52,
0.995,96.515,
0.995,97.51,
0.995,98.505,
0.995,99.5,
0.995,100.495,
0.995,101.49,
0.995,102.485,
0.995,103.48,
0.995,104.475,
0.995,105.47,
0.995,106.465,
0.995,107.46,
0.995,108.455,
0.995,109.45,
0.995,110.445,
0.995,111.44,
0.995,112.435,
0.995,113.43,
0.995,114.425,
0.995,115.42,
0.995,116.415,
0.995,117.41,
0.995,118.405,
0.995,119.4,
0.995,120.395,
0.995,121.39,
0.995,122.385,
0.995,123.38,
0.995,124.375,
0.995,125.37,
0.995,126.365,
0.995,127.36,
0.995,128.355,
0.995,129.35,
0.995,130.345,
0.995,131.34,
0.995,132.335,
0.995,133.33,
0.995,134.325,
0.995,135.32,
0.995,136.315,
0.995,137.31,
0.995,138.305,
0.995,139.3,
0.995,140.295,
0.995,141.29,
0.995,142.285,
0.995,143.28,
0.995,144.275,
0.995,145.27,
0.995,146.265,
0.995,147.26,
0.995,148.255,
0.995,149.25,
0.995,150.245,
0.995,151.24,
0.995,152.235,
0.995,153.23,
0.995,154.225,
0.995,155.22,
0.995,156.215,
0.995,157.21,
0.995,158.205,
0.995,159.2,
0.995,160.195,
0.995,161.19,
0.995,162.185,
0.995,163.18,
0.995,164.175,
0.995,165.17,
0.995,166.165,
0.995,167.16,
0.995,168.155,
0.995,169.15,
0.995,170.145,
0.995,171.14,
0.995,172.135,
0.995,173.13,
0.995,174.125,
0.995,175.12,
0.995,176.115,
0.995,177.11,
0.995,178.105,
0.995,179.1,
0.995,180.095,
0.995,181.09,
0.995,182.085,
0.995,183.08,
0.995,184.075,
0.995,185.07,
0.995,186.065,
0.995,187.06,
0.995,188.055,
0.995,189.05,
0.995,190.045,
0.995,191.04,
0.995,192.035,
0.995,193.03,
0.995,194.025,
0.995,195.02,
0.995,196.015,
0.995,197.01,
0.995,198.005,
1.99,0,
1.99,0.995,
1.99,1.99,
1.99,2.985,
1.99,3.98,
1.99,4.975,
1.99,5.97,
1.99,6.965,
1.99,7.96,
1.99,8.955,
1.99,9.95,
1.99,10.945,
1.99,11.94,
1.99,12.935,
1.99,13.93,
1.99,14.925,
1.99,15.92,
1.99,16.915,
1.99,17.91,
1.99,18.905,
1.99,19.9,
1.99,20.895,
1.99,21.89,
1.99,22.885,
1.99,23.88,
1.99,24.875,
1.99,25.87,
1.99,26.865,
1.99,27.86,
1.99,28.855,
1.99,29.85,
1.99,30.845,
1.99,31.84,
1.99,32.835,
1.99,33.83,
1.99,34.825,
1.99,35.82,
1.99,36.815,
1.99,37.81,
1.99,38.805,
1.99,39.8,
1.99,40.795,
1.99,41.79,
1.99,42.785,
1.99,43.78,
1.99,44.775,
1.99,45.77,
1.99,46.765,
1.99,47.76,
1.99,48.755,
1.99,49.75,
1.99,50.745,
1.99,51.74,
1.99,52.735,
1.99,53.73,
1.99,54.725,
1.99,55.72,
1.99,56.715,
1.99,57.71,
1.99,58.705,
1.99,59.7,
1.99,60.695,
1.99,61.69,
1.99,62.685,
1.99,63.68,
1.99,64.675,
1.99,65.67,
1.99,66.665,
1.99,67.66,
1.99,68.655,
1.99,69.65,
1.99,70.645,
1.99,71.64,
1.99,72.635,
1.99,73.63,
1.99,74.625,
1.99,75.62,
1.99,76.615,
1.99,77.61,
1.99,78.605,
1.99,79.6,
1.99,80.595,
1.99,81.59,
1.99,82.585,
1.99,83.58,
1.99,84.575,
1.99,85.57,
1.99,86.565,
1.99,87.56,
1.99,88.555,
1.99,89.55,
1.99,90.545,
1.99,91.54,
1.99,92.535,
1.99,93.53,
1.99,94.525,
1.99,95.52,
1.99,96.515,
1.99,97.51,
1.99,98.505,
1.99,99.5,
1.99,100.495,
1.99,101.49,
1.99,102.485,
1.99,103.48,
1.99,104.475,
1.99,105.47,
1.99,106.465,
1.99,107.46,
1.99,108.455,
1.99,109.45,
1.99,110.445,
1.99,111.44,
1.99,112.435,
1.99,113.43,
1.99,114.425,
1.99,115.42,
1.99,116.415,
1.99,117.41,
1.99,118.405,
1.99,119.4,
1.99,120.395,
1.99,121.39,
1.99,122.385,
1.99,123.38,
1.99,124.375,
1.99,125.37,
1.99,126.365,
1.99,127.36,
1.99,128.355,
1.99,129.35,
1.99,130.345,
1.99,131.34,
1.99,132.335,
1.99,133.33,
1.99,134.325,
1.99,135.32,
1.99,136.315,
1.99,137.31,
1.99,138.305,
1.99,139.3,
1.99,140.295,
1.99,141.29,
1.99,142.285,
1.99,143.28,
1.99,144.275,
1.99,145.27,
1.99,146.265,
1.99,147.26,
1.99,148.255,
1.99,149.25,
1.99,150.245,
1.99,151.24,
1.99,152.235,
1.99,153.23,
1.99,154.225,
1.99,155.22,
1.99,156.215,
1.99,157.21,
1.99,158.205,
1.99,159.2,
1.99,160.195,
1.99,161.19,
1.99,162.185,
1.99,163.18,
1.99,164.175,
1.99,165.17,
1.99,166.165,
1.99,167.16,
1.99,168.155,
1.99,169.15,
1.99,170.145,
1.99,171.14,
1.99,172.135,
1.99,173.13,
1.99,174.125,
1.99,175.12,
1.99,176.115,
1.99,177.11,
1.99,178.105,
1.99,179.1,
1.99,180.095,
1.99,181.09,
1.99,182.085,
1.99,183.08,
1.99,184.075,
1.99,185.07,
1.99,186.065,
1.99,187.06,
1.99,188.055,
1.99,189.05,
1.99,190.045,
1.99,191.04,
1.99,192.035,
1.99,193.03,
1.99,194.025,
1.99,195.02,
1.99,196.015,
1.99,197.01,
1.99,198.005,
2.985,0,
2.985,0.995,
2.985,1.99,
2.985,2.985,
2.985,3.98,
2.985,4.975,
2.985,5.97,
2.985,6.965,
2.985,7.96,
2.985,8.955,
2.985,9.95,
2.985,10.945,
2.985,11.94,
2.985,12.935,
2.985,13.93,
2.985,14.925,
2.985,15.92,
2.985,16.915,
2.985,17.91,
2.985,18.905,
2.985,19.9,
2.985,20.895,
2.985,21.89,
2.985,22.885,
2.985,23.88,
2.985,24.875,
2.985,25.87,
2.985,26.865,
2.985,27.86,
2.985,28.855,
2.985,29.85,
2.985,30.845,
2.985,31.84,
2.985,32.835,
2.985,33.83,
2.985,34.825,
2.985,35.82,
2.985,36.815,
2.985,37.81,
2.985,38.805,
2.985,39.8,
2.985,40.795,
2.985,41.79,
2.985,42.785,
2.985,43.78,
2.985,44.775,
2.985,45.77,
2.985,46.765,
2.985,47.76,
2.985,48.755,
2.985,49.75,
2.985,50.745,
2.985,51.74,
2.985,52.735,
2.985,53.73,
2.985,54.725,
2.985,55.72,
2.985,56.715,
2.985,57.71,
2.985,58.705,
2.985,59.7,
2.985,60.695,
2.985,61.69,
2.985,62.685,
2.985,63.68,
2.985,64.675,
2.985,65.67,
2.985,66.665,
2.985,67.66,
2.985,68.655,
2.985,69.65,
2.985,70.645,
2.985,71.64,
2.985,72.635,
2.985,73.63,
2.985,74.625,
2.985,75.62,
2.985,76.615,
2.985,77.61,
2.985,78.605,
2.985,79.6,
2.985,80.595,
2.985,81.59,
2.985,82.585,
2.985,83.58,
2.985,84.575,
2.985,85.57,
2.985,86.565,
2.985,87.56,
2.985,88.555,
2.985,89.55,
2.985,90.545,
2.985,91.54,
2.985,92.535,
2.985,93.53,
2.985,94.525,
2.985,95.52,
2.985,96.515,
2.985,97.51,
2.985,98.505,
2.985,99.5,
2.985,100.495,
2.985,101.49,
2.985,102.485,
2.985,103.48,
2.985,104.475,
2.985,105.47,
2.985,106.465,
2.985,107.46,
2.985,108.455,
2.985,109.45,
2.985,110.445,
2.985,111.44,
2.985,112.435,
2.985,113.43,
2.985,114.425,
2.985,115.42,
2.985,116.415,
2.985,117.41,
2.985,118.405,
2.985,119.4,
2.985,120.395,
2.985,121.39,
2.985,122.385,
2.985,123.38,
2.985,124.375,
2.985,125.37,
2.985,126.365,
2.985,127.36,
2.985,128.355,
2.985,129.35,
2.985,130.345,
2.985,131.34,
2.985,132.335,
2.985,133.33,
2.985,134.325,
2.985,135.32,
2.985,136.315,
2.985,137.31,
2.985,138.305,
2.985,139.3,
2.985,140.295,
2.985,141.29,
2.985,142.285,
2.985,143.28,
2.985,144.275,
2.985,145.27,
2.985,146.265,
2.985,147.26,
2.985,148.255,
2.985,149.25,
2.985,150.245,
2.985,151.24,
2.985,152.235,
2.985,153.23,
2.985,154.225,
2.985,155.22,
2.985,156.215,
2.985,157.21,
2.985,158.205,
2.985,159.2,
2.985,160.195,
2.985,161.19,
2.985,162.185,
2.985,163.18,
2.985,164.175,
2.985,165.17,
2.985,166.165,
2.985,167.16,
2.985,168.155,
2.985,169.15,
2.985,170.145,
2.985,171.14,
2.985,172.135,
2.985,173.13,
2.985,174.125,
2.985,175.12,
2.985,176.115,
2.985,177.11,
2.985,178.105,
2.985,179.1,
2.985,180.095,
2.985,181.09,
2.985,182.085,
2.985,183.08,
2.985,184.075,
2.985,185.07,
2.985,186.065,
2.985,187.06,
2.985,188.055,
2.985,189.05,
2.985,190.045,
2.985,191.04,
2.985,192.035,
2.985,193.03,
2.985,194.025,
2.985,195.02,
2.985,196.015,
2.985,197.01,
2.985,198.005,
3.98,0,
3.98,0.995,
3.98,1.99,
3.98,2.985,
3.98,3.98,
3.98,4.975,
3.98,5.97,
3.98,6.965,
3.98,7.96,
3.98,8.955,
3.98,9.95,
3.98,10.945,
3.98,11.94,
3.98,12.935,
3.98,13.93,
3.98,14.925,
3.98,15.92,
3.98,16.915,
3.98,17.91,
3.98,18.905,
3.98,19.9,
3.98,20.895,
3.98,21.89,
3.98,22.885,
3.98,23.88,
3.98,24.875,
3.98,25.87,
3.98,26.865,
3.98,27.86,
3.98,28.855,
3.98,29.85,
3.98,30.845,
3.98,31.84,
3.98,32.835,
3.98,33.83,
3.98,34.825,
3.98,35.82,
3.98,36.815,
3.98,37.81,
3.98,38.805,
3.98,39.8,
3.98,40.795,
3.98,41.79,
3.98,42.785,
3.98,43.78,
3.98,44.775,
3.98,45.77,
3.98,46.765,
3.98,47.76,
3.98,48.755,
3.98,49.75,
3.98,50.745,
3.98,51.74,
3.98,52.735,
3.98,53.73,
3.98,54.725,
3.98,55.72,
3.98,56.715,
3.98,57.71,
3.98,58.705,
3.98,59.7,
3.98,60.695,
3.98,61.69,
3.98,62.685,
3.98,63.68,
3.98,64.675,
3.98,65.67,
3.98,66.665,
3.98,67.66,
3.98,68.655,
3.98,69.65,
3.98,70.645,
3.98,71.64,
3.98,72.635,
3.98,73.63,
3.98,74.625,
3.98,75.62,
3.98,76.615,
3.98,77.61,
3.98,78.605,
3.98,79.6,
3.98,80.595,
3.98,81.59,
3.98,82.585,
3.98,83.58,
3.98,84.575,
3.98,85.57,
3.98,86.565,
3.98,87.56,
3.98,88.555,
3.98,89.55,
3.98,90.545,
3.98,91.54,
3.98,92.535,
3.98,93.53,
3.98,94.525,
3.98,95.52,
3.98,96.515,
3.98,97.51,
3.98,98.505,
3.98,99.5,
3.98,100.495,
3.98,101.49,
3.98,102.485,
3.98,103.48,
3.98,104.475,
3.98,105.47,
3.98,106.465,
3.98,107.46,
3.98,108.455,
3.98,109.45,
3.98,110.445,
3.98,111.44,
3.98,112.435,
3.98,113.43,
3.98,114.425,
3.98,115.42,
3.98,116.415,
3.98,117.41,
3.98,118.405,
3.98,119.4,
3.98,120.395,
3.98,121.39,
3.98,122.385,
3.98,123.38,
3.98,124.375,
3.98,125.37,
3.98,126.365,
3.98,127.36,
3.98,128.355,
3.98,129.35,
3.98,130.345,
3.98,131.34,
3.98,132.335,
3.98,133.33,
3.98,134.325,
3.98,135.32,
3.98,136.315,
3.98,137.31,
3.98,138.305,
3.98,139.3,
3.98,140.295,
3.98,141.29,
3.98,142.285,
3.98,143.28,
3.98,144.275,
3.98,145.27,
3.98,146.265,
3.98,147.26,
3.98,148.255,
3.98,149.25,
3.98,150.245,
3.98,151.24,
3.98,152.235,
3.98,153.23,
3.98,154.225,
3.98,155.22,
3.98,156.215,
3.98,157.21,
3.98,158.205,
3.98,159.2,
3.98,160.195,
3.98,161.19,
3.98,162.185,
3.98,163.18,
3.98,164.175,
3.98,165.17,
3.98,166.165,
3.98,167.16,
3.98,168.155,
3.98,169.15,
3.98,170.145,
3.98,171.14,
3.98,172.135,
3.98,173.13,
3.98,174.125,
3.98,175.12,
3.98,176.115,
3.98,177.11,
3.98,178.105,
3.98,179.1,
3.98,180.095,
3.98,181.09,
3.98,182.085,
3.98,183.08,
3.98,184.075,
3.98,185.07,
3.98,186.065,
3.98,187.06,
3.98,188.055,
3.98,189.05,
3.98,190.045,
3.98,191.04,
3.98,192.035,
3.98,193.03,
3.98,194.025,
3.98,195.02,
3.98,196.015,
3.98,197.01,
3.98,198.005,
4.975,0,
4.975,0.995,
4.975,1.99,
4.975,2.985,
4.975,3.98,
4.975,4.975,
4.975,5.97,
4.975,6.965,
4.975,7.96,
4.975,8.955,
4.975,9.95,
4.975,10.945,
4.975,11.94,
4.975,12.935,
4.975,13.93,
4.975,14.925,
4.975,15.92,
4.975,16.915,
4.975,17.91,
4.975,18.905,
4.975,19.9,
4.975,20.895,
4.975,21.89,
4.975,22.885,
4.975,23.88,
4.975,24.875,
4.975,25.87,
4.975,26.865,
4.975,27.86,
4.975,28.855,
4.975,29.85,
4.975,30.845,
4.975,31.84,
4.975,32.835,
4.975,33.83,
4.975,34.825,
4.975,35.82,
4.975,36.815,
4.975,37.81,
4.975,38.805,
4.975,39.8,
4.975,40.795,
4.975,41.79,
4.975,42.785,
4.975,43.78,
4.975,44.775,
4.975,45.77,
4.975,46.765,
4.975,47.76,
4.975,48.755,
4.975,49.75,
4.975,50.745,
4.975,51.74,
4.975,52.735,
4.975,53.73,
4.975,54.725,
4.975,55.72,
4.975,56.715,
4.975,57.71,
4.975,58.705,
4.975,59.7,
4.975,60.695,
4.975,61.69,
4.975,62.685,
4.975,63.68,
4.975,64.675,
4.975,65.67,
4.975,66.665,
4.975,67.66,
4.975,68.655,
4.975,69.65,
4.975,70.645,
4.975,71.64,
4.975,72.635,
4.975,73.63,
4.975,74.625,
4.975,75.62,
4.975,76.615,
4.975,77.61,
4.975,78.605,
4.975,79.6,
4.975,80.595,
4.975,81.59,
4.975,82.585,
4.975,83.58,
4.975,84.575,
4.975,85.57,
4.975,86.565,
4.975,87.56,
4.975,88.555,
4.975,89.55,
4.975,90.545,
4.975,91.54,
4.975,92.535,
4.975,93.53,
4.975,94.525,
4.975,95.52,
4.975,96.515,
4.975,97.51,
4.975,98.505,
4.975,99.5,
4.975,100.495,
4.975,101.49,
4.975,102.485,
4.975,103.48,
4.975,104.475,
4.975,105.47,
4.975,106.465,
4.975,107.46,
4.975,108.455,
4.975,109.45,
4.975,110.445,
4.975,111.44,
4.975,112.435,
4.975,113.43,
4.975,114.425,
4.975,115.42,
4.975,116.415,
4.975,117.41,
4.975,118.405,
4.975,119.4,
4.975,120.395,
4.975,121.39,
4.975,122.385,
4.975,123.38,
4.975,124.375,
4.975,125.37,
4.975,126.365,
4.975,127.36,
4.975,128.355,
4.975,129.35,
4.975,130.345,
4.975,131.34,
4.975,132.335,
4.975,133.33,
4.975,134.325,
4.975,135.32,
4.975,136.315,
4.975,137.31,
4.975,138.305,
4.975,139.3,
4.975,140.295,
4.975,141.29,
4.975,142.285,
4.975,143.28,
4.975,144.275,
4.975,145.27,
4.975,146.265,
4.975,147.26,
4.975,148.255,
4.975,149.25,
4.975,150.245,
4.975,151.24,
4.975,152.235,
4.975,153.23,
4.975,154.225,
4.975,155.22,
4.975,156.215,
4.975,157.21,
4.975,158.205,
4.975,159.2,
4.975,160.195,
4.975,161.19,
4.975,162.185,
4.975,163.18,
4.975,164.175,
4.975,165.17,
4.975,166.165,
4.975,167.16,
4.975,168.155,
4.975,169.15,
4.975,170.145,
4.975,171.14,
4.975,172.135,
4.975,173.13,
4.975,174.125,
4.975,175.12,
4.975,176.115,
4.975,177.11,
4.975,178.105,
4.975,179.1,
4.975,180.095,
4.975,181.09,
4.975,182.085,
4.975,183.08,
4.975,184.075,
4.975,185.07,
4.975,186.065,
4.975,187.06,
4.975,188.055,
4.975,189.05,
4.975,190.045,
4.975,191.04,
4.975,192.035,
4.975,193.03,
4.975,194.025,
4.975,195.02,
4.975,196.015,
4.975,197.01,
4.975,198.005,
5.97,0,
5.97,0.995,
5.97,1.99,
5.97,2.985,
5.97,3.98,
5.97,4.975,
5.97,5.97,
5.97,6.965,
5.97,7.96,
5.97,8.955,
5.97,9.95,
5.97,10.945,
5.97,11.94,
5.97,12.935,
5.97,13.93,
5.97,14.925,
5.97,15.92,
5.97,16.915,
5.97,17.91,
5.97,18.905,
5.97,19.9,
5.97,20.895,
5.97,21.89,
5.97,22.885,
5.97,23.88,
5.97,24.875,
5.97,25.87,
5.97,26.865,
5.97,27.86,
5.97,28.855,
5.97,29.85,
5.97,30.845,
5.97,31.84,
5.97,32.835,
5.97,33.83,
5.97,34.825,
5.97,35.82,
5.97,36.815,
5.97,37.81,
5.97,38.805,
5.97,39.8,
5.97,40.795,
5.97,41.79,
5.97,42.785,
5.97,43.78,
5.97,44.775,
5.97,45.77,
5.97,46.765,
5.97,47.76,
5.97,48.755,
5.97,49.75,
5.97,50.745,
5.97,51.74,
5.97,52.735,
5.97,53.73,
5.97,54.725,
5.97,55.72,
5.97,56.715,
5.97,57.71,
5.97,58.705,
5.97,59.7,
5.97,60.695,
5.97,61.69,
5.97,62.685,
5.97,63.68,
5.97,64.675,
5.97,65.67,
5.97,66.665,
5.97,67.66,
5.97,68.655,
5.97,69.65,
5.97,70.645,
5.97,71.64,
5.97,72.635,
5.97,73.63,
5.97,74.625,
5.97,75.62,
5.97,76.615,
5.97,77.61,
5.97,78.605,
5.97,79.6,
5.97,80.595,
5.97,81.59,
5.97,82.585,
5.97,83.58,
5.97,84.575,
5.97,85.57,
5.97,86.565,
5.97,87.56,
5.97,88.555,
5.97,89.55,
5.97,90.545,
5.97,91.54,
5.97,92.535,
5.97,93.53,
5.97,94.525,
5.97,95.52,
5.97,96.515,
5.97,97.51,
5.97,98.505,
5.97,99.5,
5.97,100.495,
5.97,101.49,
5.97,102.485,
5.97,103.48,
5.97,104.475,
5.97,105.47,
5.97,106.465,
5.97,107.46,
5.97,108.455,
5.97,109.45,
5.97,110.445,
5.97,111.44,
5.97,112.435,
5.97,113.43,
5.97,114.425,
5.97,115.42,
5.97,116.415,
5.97,117.41,
5.97,118.405,
5.97,119.4,
5.97,120.395,
5.97,121.39,
5.97,122.385,
5.97,123.38,
5.97,124.375,
5.97,125.37,
5.97,126.365,
5.97,127.36,
5.97,128.355,
5.97,129.35,
5.97,130.345,
5.97,131.34,
5.97,132.335,
5.97,133.33,
5.97,134.325,
5.97,135.32,
5.97,136.315,
5.97,137.31,
5.97,138.305,
5.97,139.3,
5.97,140.295,
5.97,141.29,
5.97,142.285,
5.97,143.28,
5.97,144.275,
5.97,145.27,
5.97,146.265,
5.97,147.26,
5.97,148.255,
5.97,149.25,
5.97,150.245,
5.97,151.24,
5.97,152.235,
5.97,153.23,
5.97,154.225,
5.97,155.22,
5.97,156.215,
5.97,157.21,
5.97,158.205,
5.97,159.2,
5.97,160.195,
5.97,161.19,
5.97,162.185,
5.97,163.18,
5.97,164.175,
5.97,165.17,
5.97,166.165,
5.97,167.16,
5.97,168.155,
5.97,169.15,
5.97,170.145,
5.97,171.14,
5.97,172.135,
5.97,173.13,
5.97,174.125,
5.97,175.12,
5.97,176.115,
5.97,177.11,
5.97,178.105,
5.97,179.1,
5.97,180.095,
5.97,181.09,
5.97,182.085,
5.97,183.08,
5.97,184.075,
5.97,185.07,
5.97,186.065,
5.97,187.06,
5.97,188.055,
5.97,189.05,
5.97,190.045,
5.97,191.04,
5.97,192.035,
5.97,193.03,
5.97,194.025,
5.97,195.02,
5.97,196.015,
5.97,197.01,
5.97,198.005,
6.965,0,
6.965,0.995,
6.965,1.99,
6.965,2.985,
6.965,3.98,
6.965,4.975,
6.965,5.97,
6.965,6.965,
6.965,7.96,
6.965,8.955,
6.965,9.95,
6.965,10.945,
6.965,11.94,
6.965,12.935,
6.965,13.93,
6.965,14.925,
6.965,15.92,
6.965,16.915,
6.965,17.91,
6.965,18.905,
6.965,19.9,
6.965,20.895,
6.965,21.89,
6.965,22.885,
6.965,23.88,
6.965,24.875,
6.965,25.87,
6.965,26.865,
6.965,27.86,
6.965,28.855,
6.965,29.85,
6.965,30.845,
6.965,31.84,
6.965,32.835,
6.965,33.83,
6.965,34.825,
6.965,35.82,
6.965,36.815,
6.965,37.81,
6.965,38.805,
6.965,39.8,
6.965,40.795,
6.965,41.79,
6.965,42.785,
6.965,43.78,
6.965,44.775,
6.965,45.77,
6.965,46.765,
6.965,47.76,
6.965,48.755,
6.965,49.75,
6.965,50.745,
6.965,51.74,
6.965,52.735,
6.965,53.73,
6.965,54.725,
6.965,55.72,
6.965,56.715,
6.965,57.71,
6.965,58.705,
6.965,59.7,
6.965,60.695,
6.965,61.69,
6.965,62.685,
6.965,63.68,
6.965,64.675,
6.965,65.67,
6.965,66.665,
6.965,67.66,
6.965,68.655,
6.965,69.65,
6.965,70.645,
6.965,71.64,
6.965,72.635,
6.965,73.63,
6.965,74.625,
6.965,75.62,
6.965,76.615,
6.965,77.61,
6.965,78.605,
6.965,79.6,
6.965,80.595,
6.965,81.59,
6.965,82.585,
6.965,83.58,
6.965,84.575,
6.965,85.57,
6.965,86.565,
6.965,87.56,
6.965,88.555,
6.965,89.55,
6.965,90.545,
6.965,91.54,
6.965,92.535,
6.965,93.53,
6.965,94.525,
6.965,95.52,
6.965,96.515,
6.965,97.51,
6.965,98.505,
6.965,99.5,
6.965,100.495,
6.965,101.49,
6.965,102.485,
6.965,103.48,
6.965,104.475,
6.965,105.47,
6.965,106.465,
6.965,107.46,
6.965,108.455,
6.965,109.45,
6.965,110.445,
6.965,111.44,
6.965,112.435,
6.965,113.43,
6.965,114.425,
6.965,115.42,
6.965,116.415,
6.965,117.41,
6.965,118.405,
6.965,119.4,
6.965,120.395,
6.965,121.39,
6.965,122.385,
6.965,123.38,
6.965,124.375,
6.965,125.37,
6.965,126.365,
6.965,127.36,
6.965,128.355,
6.965,129.35,
6.965,130.345,
6.965,131.34,
6.965,132.335,
6.965,133.33,
6.965,134.325,
6.965,135.32,
6.965,136.315,
6.965,137.31,
6.965,138.305,
6.965,139.3,
6.965,140.295,
6.965,141.29,
6.965,142.285,
6.965,143.28,
6.965,144.275,
6.965,145.27,
6.965,146.265,
6.965,147.26,
6.965,148.255,
6.965,149.25,
6.965,150.245,
6.965,151.24,
6.965,152.235,
6.965,153.23,
6.965,154.225,
6.965,155.22,
6.965,156.215,
6.965,157.21,
6.965,158.205,
6.965,159.2,
6.965,160.195,
6.965,161.19,
6.965,162.185,
6.965,163.18,
6.965,164.175,
6.965,165.17,
6.965,166.165,
6.965,167.16,
6.965,168.155,
6.965,169.15,
6.965,170.145,
6.965,171.14,
6.965,172.135,
6.965,173.13,
6.965,174.125,
6.965,175.12,
6.965,176.115,
6.965,177.11,
6.965,178.105,
6.965,179.1,
6.965,180.095,
6.965,181.09,
6.965,182.085,
6.965,183.08,
6.965,184.075,
6.965,185.07,
6.965,186.065,
6.965,187.06,
6.965,188.055,
6.965,189.05,
6.965,190.045,
6.965,191.04,
6.965,192.035,
6.965,193.03,
6.965,194.025,
6.965,195.02,
6.965,196.015,
